No,Query,Intent Group,Expected (Gold),Path (RAG/OpenDomain/Fallback),Model,Rewrite Applied,TopScore,Retrieved IDs/Refs,Primary URL,Response (Raw),Tokens (in/out),Latency_ms,Label (Good/Partial/Bad/Fallback),Error Type (if any),Root Cause (expr/data/prompt/threshold/infra),Fix Type (rewrite/data/prompt/threshold/other),Action Detail,Owner,Status (todo/done),Notes
"131","지상파DMB 시청이 가능한 모젠 단말기의 수신지역은 어떻게 되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"132","월 중에 요금제를 변경하면 요금이 어떻게 청구되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"133","요금제 변경은 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"134","요금 미납을 했을 경우 가산금은 몇%인가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"135","혹시 길안내 서비스를 받으면, 길안내를 하는 동안 계속해서 이용 요금이 발생하는 것은 아닌가요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"136","음성통화료와 데이터 요금은 무엇인가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"137","모젠 요금제는 어떤 종류가 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"138","인증 비밀번호 변경은 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"139","서비스를 해지하려면 어떻게 해야 하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"140","차량을 타인에게 양도할 때는 어떻게 해야 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"141","자동차를 바꿀 경우에는 어떻게 해야하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"142","모젠 서비스 해지 시 필요한 서류는 무엇인가요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"143","모젠 서비스를 해지 후 단말기 사용은 전혀 불가능 한가요? 해지해도 사용할 수 있는 기능이 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"144","모젠단말기의 전화번호는 변경이 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"145","각종 변경 사항이나 문의는 어떻게 해야 하나요?","","","Fallback","","false","0","","","자주 묻는 질문을 모아봤어요.","","0","Bad","","","","","","todo",""
"146","가입, 변경,해지 처리는 전화로 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"147","자동차를 인수 받는 즉시 바로 모젠 서비스를 이용할 수 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"148","서비스 개통시 반드시 정해진 이동통신 사업자번호를 받아야만 하나요? 다른 사업자번호로 개통할 수는 없나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"149","이동통신 대리점에서도 서비스 가입을 할 수 있나요?","","","Fallback","","false","0","","","가까운 서비스센터 몇 곳을 보여드려요.","","1","Bad","","","","","","todo",""
"150","모젠 서비스에 가입하려면 어떻게 해야 하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"151","현재 쓰고 있는 핸드폰 번호를 단말기 전화번호와 동일한 번호로 사용할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"152","현대자동차에서 판매하는 모든 차종에 모젠 단말기 장착이 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"153","텔레매틱스가 무엇 인가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"154","지금 타고 있는 차량에 모젠 단말기 장착이 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"155","모젠이 무슨 뜻인가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"156","모젠 센터의 운영 시간은 어떻게 되나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","3","Bad","","","","","","todo",""
"157","주차장에 차를 어디에 세워두었는지 도저히 찾을 수가 없습니다. 내 차의 주차 위치를 알 수 있을까요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"158","집에 가려고 ‘양재동 366-3번지’라고 말하니까 인식이 안됩니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","12","Bad","","","","","","todo",""
"159","음성 인식이 계속 안됩니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"160","모젠 음성인식서비스에는 어떤 것들이 있나요?(이용방법,부가요금)","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"161","유무선 연동 서비스와 동기화가 무엇인가요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"162","위험지역알림 DATA의 업데이트 주기는 어떻게 되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"163","위험지역 알림 서비스를 받기 위해서는 별도의 이용료가 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"164","위험지역 DATA 업데이트는 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"165","원격진단 서비스는 어떻게 제공되나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"166","원격진단 서비스는 모젠 서비스에 가입하지 않아도 이용할 수 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"167","자동차 키를 차 안에 두고 내렸습니다. 차 문을 모젠이 열어줄 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","11","Bad","","","","","","todo",""
"168","에어백이 터지면 어떤 서비스가 제공되나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"169","소모품 관리 서비스도 모젠 서비스에 가입해야만 이용이 가능한가요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"170","상담원이 상세한 교통정보를 제공해 주지 못합니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"171","상담원을 통해서 받을 수 있는 서비스는 무엇인가요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"172","등록한 배경화면은 어떻게 볼 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"173","가족 사진으로 배경화면 설정을 할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"174","무선인터넷으로 다른 인터넷 사이트에 접속할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"175","차량을 잃어버려 급하게 연락했는데, 본인확인 절차가 까다롭고 시간을 낭비하는 등 차량을 찾을 수 없었습니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"176","도난 추적 서비스 요청을 했는데, 차량회수가 안된다고 합니다.","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"177","도난 추적 서비스 요청은 어떻게 해야 하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"178","도난 신고접수는 언제든지 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"179","도난 경보 알림 서비스는 어떻게 제공되나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"180","현재 내 차의 위치를 정확하게 친구에게 알려줄 수도 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"181","혼잡통행료 징수시간에 (남산 1,3호터널)로 자꾸 안내하는 데 우회도로로는 안내가 안되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"182","예상 도착시각이 안 맞습니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"183","연료절약 길안내를 이용하면 어떤 효과가 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"184","연료절약 길안내가 뭔가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"185","목적지의 명칭오류,누락,수정건이 있는 경우에 수정이 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"186","길안내를 받으면서 전화통화를 할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"187","길안내 서비스를 받아서 목적지까지 갔는 데, 사고로 막혀서 오래 걸렸습니다.","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"188","가까운 길을 두고 돌아가는 길로 안내하는 경우가 종종 있는데, 이유가 뭔가요?","","","Fallback","","false","0","","","가까운 서비스센터 몇 곳을 보여드려요.","","0","Bad","","","","","","todo",""
"189","전국의 교통정보를 다 조회해 볼 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"190","현대 긴급 출동봉사반에서 와서 시동을 걸어주었는데, 돈을 내라고 합니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","30","Bad","","","","","","todo",""
"191","출동 요원이 견인을 하면서 특수 장비가 필요하다며 추가요금을 부담하라고 합니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"192","자동차전용도로(올림픽도로, 강변북로 등)에서 휘발유가 떨어졌는데 긴급주유서비스는 안되고 견인을 해야합니다.","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"193","SOS 서비스로 긴급출동을 요청했을 경우 제공받을수 있는 서비스는 어떤것이 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"194","[서비스] 블루링크를 가입하면 어떤 서비스가 제공되나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","1","Bad","","","","","","todo",""
"195","[A/S] 블루링크 서비스 이용 시 오류가 발생합니다.","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"196","[A/S] 원격 공조 제어 서비스를 사용했는데 계속 비상등이 켜져 깜박입니다.","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"197","[A/S] GPS 수신이 안됩니다.","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"198","[A/S] 주행 중에 시스템 조작이 안됩니다.","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"199","[요금제] 블루링크 유료 요금제가 어떻게 되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"200","[요금제] 요금 미납을 했을 경우 가산금은 몇%인가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"201","[요금제] 요금제 납부 방식을 변경하고 싶습니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"202","[요금제] 사용 중인 블루링크 요금제가 궁금합니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"203","[가입] 블루링크는 어떻게 가입하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"204","[가입] 중고차를 구입했는데 블루링크에 가입할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"205","[해지] 블루링크를 해지하고 싶습니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"206","[해지] 블루링크 가입 차량을 매각하면 자동으로 해지되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"207","[가입] 법인/리스/렌트 차량도 블루링크를 가입할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","9","Bad","","","","","","todo",""
"208","[변경] 가입자 정보는 어떻게 변경하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"209","[가입] 차량 계약자와 실 사용자가 다를 경우 실 사용자 명의로 블루링크를 가입할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","12","Bad","","","","","","todo",""
"210","[서비스] SOS 서비스로 긴급출동을 요청했을 경우 제공받을수 있는 서비스는 어떤것이 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"211","[서비스] 도난 경보 알림 서비스는 어떻게 이용하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"212","[서비스] 도난 추적 서비스 요청은 어떻게 해야 하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"213","[서비스] 에어백 전개 자동통보 서비스는 어떻게 이용하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"214","[서비스] 블루링크 단말기는 어디에서 판매 하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"215","[앱] 블루링크 앱은 어떻게 사용하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"216","[앱] 블루링크 앱에 여러 대의 차량을 등록할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"217","[서비스] 월간 리포트가 무엇인가요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"218","[서비스] 자동차전용도로(올림픽도로, 강변북로 등)에서 휘발유가 떨어진 경우에도 긴급 주유 서비스가 제공되나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"219","[서비스] 긴급 견인 출동 요원이 견인을 하면서 특수 장비가 필요한 경우 추가 비용이 드나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"220","[서비스] 도난 추적 서비스 요청을 했는데, 추적이 불가능한 경우가 있나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","1","Bad","","","","","","todo",""
"221","[앱] 다른 사람에게 블루링크 가입 차량을 공유할 수 있나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","10","Bad","","","","","","todo",""
"222","[서비스] 차량진단 관리 서비스는 어떻게 이용하나요?","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"223","출고 이후 카드키만 따로 구매 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"224","디지털 키 App이 계속 자동으로 꺼지는데 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"225","소유 차량 등록 확인은 어떻게 하나요?(중고차, 명의변경)","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"226","공동명의 차량인데 차량 등록이 안되는데 어떻게 해야 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"227","휴대폰 nfc기능이 인식이 안돼요. 어떻게 해야하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"228","핀번호 잊은 경우에는 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"229","안드로이드 OS 버전, 블루투스 버전 확인 방법은 어떻게 되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"230","NFC 카드키 등록은 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"231","LG 핸드폰은 GPS ON 해야 디지털키 사용이 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"232","법인 구매 고객은 주사용자 등록을 어떻게 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"233","데이터가 없거나 수신이 안되는 지역에서도 사용이 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"234","개인화 설정 방법은?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"235","아이폰에 있는 유심 뽑아서 안드로이드 공기계에 넣어서 등록 가능한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"236","차량 등록 확인 시 업무 시간이 아니라는 메시지 팝업이 뜹니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"237","어플 삭제 후 재 설치 시 차량 정보 조회 오류가 발생합니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","9","Bad","","","","","","todo",""
"238","미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"239","홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?","","","Fallback","","false","0","","","무엇을 도와드릴까요? 현대차 디지털 쇼룸입니다.","","0","Bad","","","","","","todo",""
"240","빌트인 캠 녹화 영상이 없습니다. 어떻게 해야 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","8","Bad","","","","","","todo",""
"241","업데이트 할 때 에러가 발생합니다. 어떻게 해야 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"242","스마트폰 USB 케이블 연결이 잘 안됩니다. 어떻게 해야 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"243","이벤트 알림을 설정했는데도 알림 메세지가 오지 않습니다. 어떻게 해야 하나요?","","","Fallback","","false","0","","","현재 이용 가능한 혜택을 안내드릴게요.","","0","Bad","","","","","","todo",""
"244","녹화영상 관리 방법이 궁금합니다.","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"245","빌트인 캠 업데이트를 하지 않으면 영상 녹화가 안되나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","6","Bad","","","","","","todo",""
"246","USB메모리 저장버튼이 활성화가 안됩니다. 어떻게 해야 하나요?","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","7","Bad","","","","","","todo",""
"247","특허 제안 하는 방법 안내","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"248","블루링크 가입 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","2","Bad","","","","","","todo",""
"249","블루링크 본인인증 오류","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"250","블루링크 차량 등록 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"251","블루링크 해지 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"252","블루링크 재가입 가능 여부","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"253","블루링크 앱 설치 경로","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"254","블루링크 요금제 확인","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
"255","블루링크 고객센터 연결","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"256","현대 디지털키 등록 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"257","디지털키 삭제 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"258","스마트폰 기기 변경 시 디지털키 이전","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"259","NFC 키와 디지털키 차이","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"260","디지털키 공유 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"261","디지털키 사용 불가 시","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","4","Bad","","","","","","todo",""
"262","차량 가격표 확인 방법","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/e/vehicles/catalog-price-download","차량 가격은 모델·사양·시점에 따라 달라요. 공식 홈페이지 가격표를 확인해보시겠어요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"263","구매 프로모션 확인","","","Fallback","","false","0","","","현재 이용 가능한 혜택을 안내드릴게요.","","0","Bad","","","","","","todo",""
"264","전기차 보조금 신청 방법","","","Fallback","","false","0","","","전기차 몇 가지를 추천드려요.  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"265","할부/리스 금융상품 안내","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","5","Bad","","","","","","todo",""
"266","견적 산출 방법","","","Fallback","","false","0","","","해당 기능은 곧 오픈 예정입니다.","","0","Bad","","","","","","todo",""
"267","중고차 보증 승계 여부","","","RAG","","false","0","","https://www.hyundai.com/kr/ko/purchase-event/policy-Information/warranty/normal-period","현대자동차 보증기간은 차종·부품별로 다릅니다. 기본 보증 안내를 열어드릴까요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","0","Bad","","","","","","todo",""
"268","서비스센터 예약 방법","","","Fallback","","false","0","","","가까운 서비스센터 몇 곳을 보여드려요.","","0","Bad","","","","","","todo",""
"269","가까운 서비스센터 찾기","","","Fallback","","false","0","","","가까운 서비스센터 몇 곳을 보여드려요.","","0","Bad","","","","","","todo",""
"270","서비스센터 운영 시간","","","Fallback","","false","0","","","가까운 서비스센터 몇 곳을 보여드려요.","","0","Bad","","","","","","todo",""
"271","긴급 출동 서비스 신청","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","1","Bad","","","","","","todo",""
"272","무상점검 서비스 안내","","","Fallback","","false","0","","","센터 관련해서 무엇을 도와드릴까요?","","0","Bad","","","","","","todo",""
"273","리콜 확인 방법","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?  ※ 가격·보증·프로모션은 지역/시점/사양에 따라 상이하며, 공식 경로 기준입니다.","","3","Bad","","","","","","todo",""
"274","사고 수리 절차","","","Fallback","","false","0","","","아직 학습 중이에요. 아래 메뉴에서 골라보시겠어요?","","3","Bad","","","","","","todo",""
